Team,Gtm,Date,Site,Opponent,Type,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,oFG,oFGA,oFG%,o3P,o3PA,o3P%,o2P,o2PA,o2P%,oeFG%,oFT,oFTA,oFT%,oORB,oDRB,oTRB,oAST,oSTL,oBLK,oTOV,oPF
Air Force,17,2017-01-11,,Fresno State,REG (Conf),W,81,72,,27,52,.519,5,18,.278,22,34,.647,.567,22,29,.759,11,22,33,16,4,2,14,21,25,54,.463,9,26,.346,16,28,.571,.546,13,19,.684,6,16,22,17,8,5,8,26
Air Force,18,2017-01-14,,San Jose State,REG (Conf),L,85,89,,28,49,.571,6,17,.353,22,32,.688,.633,23,30,.767,5,18,23,18,5,1,12,12,34,56,.607,10,21,.476,24,35,.686,.696,11,13,.846,4,18,22,23,6,6,10,25
Air Force,19,2017-01-18,@,Nevada,REG (Conf),L,76,83,,25,58,.431,9,28,.321,16,30,.533,.509,17,19,.895,11,26,37,18,10,2,18,22,30,55,.545,10,27,.370,20,28,.714,.636,13,22,.591,4,22,26,22,6,4,13,15
Air Force,20,2017-01-21,@,UNLV,REG (Conf),L,85,87,2OT,30,80,.375,10,28,.357,20,52,.385,.438,15,27,.556,16,34,50,13,5,2,10,26,26,77,.338,13,39,.333,13,38,.342,.422,22,33,.667,18,35,53,21,6,3,9,22
Air Force,21,2017-01-24,,San Diego State,REG (Conf),W,60,57,,20,52,.385,6,18,.333,14,34,.412,.442,14,23,.609,8,25,33,12,4,4,10,12,21,56,.375,8,29,.276,13,27,.481,.446,7,12,.583,10,24,34,12,5,4,12,21
Air Force,22,2017-02-01,@,Fresno State,REG (Conf),L,64,73,,21,58,.362,12,35,.343,9,23,.391,.466,10,16,.625,9,24,33,15,7,1,13,23,21,48,.438,6,19,.316,15,29,.517,.500,25,32,.781,7,29,36,13,12,3,12,15
Air Force,23,2017-02-04,,Wyoming,REG (Conf),L,74,83,,24,67,.358,8,21,.381,16,46,.348,.418,18,26,.692,12,22,34,14,7,1,8,19,29,58,.500,13,27,.481,16,31,.516,.612,12,16,.750,7,29,36,21,5,9,16,25
Air Force,24,2017-02-08,,New Mexico,REG (Conf),L,67,74,,24,56,.429,6,23,.261,18,33,.545,.482,13,20,.650,11,25,36,15,4,2,13,25,23,55,.418,8,22,.364,15,33,.455,.491,20,28,.714,11,22,33,9,6,5,5,17
Air Force,25,2017-02-11,@,Boise State,REG (Conf),L,66,76,,26,54,.481,5,11,.455,21,43,.488,.528,9,17,.529,2,26,28,19,5,5,11,21,23,55,.418,10,24,.417,13,31,.419,.509,20,30,.667,9,24,33,15,7,4,7,18
Air Force,26,2017-02-15,,Nevada,REG (Conf),L,59,78,,22,56,.393,8,30,.267,14,26,.538,.464,7,11,.636,5,17,22,13,5,1,8,14,26,50,.520,13,24,.542,13,26,.500,.650,13,16,.813,9,30,39,19,5,1,13,15
Air Force,27,2017-02-18,@,San Jose State,REG (Conf),L,78,83,OT,31,59,.525,5,15,.333,26,44,.591,.568,11,14,.786,3,23,26,14,11,1,18,19,28,61,.459,7,29,.241,21,32,.656,.516,20,23,.870,8,22,30,22,10,4,17,13
Air Force,28,2017-02-22,,UNLV,REG (Conf),W,81,58,,27,57,.474,14,26,.538,13,31,.419,.596,13,17,.765,7,27,34,20,5,2,10,16,19,50,.380,7,21,.333,12,29,.414,.450,13,14,.929,3,24,27,11,5,1,15,19
Air Force,29,2017-02-25,@,Utah State,REG (Conf),L,58,89,,22,54,.407,6,21,.286,16,33,.485,.463,8,17,.471,8,18,26,11,6,1,12,15,34,57,.596,13,25,.520,21,32,.656,.711,8,10,.800,4,28,32,27,4,2,10,18
Air Force,30,2017-03-01,@,San Diego State,REG (Conf),L,38,51,,11,44,.250,3,21,.143,8,23,.348,.284,13,16,.813,2,25,27,10,5,2,15,20,17,59,.288,4,27,.148,13,32,.406,.322,13,19,.684,14,30,44,9,7,3,9,18
Air Force,31,2017-03-04,,Boise State,REG (Conf),L,70,98,,22,55,.400,9,29,.310,13,26,.500,.482,17,29,.586,5,16,21,12,8,1,13,12,34,53,.642,20,34,.588,14,19,.737,.830,10,14,.714,3,28,31,23,9,2,17,26
Air Force,32,2017-03-08,N,Wyoming,CTOURN,W,83,68,,23,56,.411,8,21,.381,15,35,.429,.482,29,34,.853,9,24,33,15,10,0,11,22,22,54,.407,10,30,.333,12,24,.500,.500,14,20,.700,6,25,31,14,7,4,20,26
Air Force,33,2017-03-09,N,Colorado State,CTOURN,L,55,81,,20,52,.385,4,21,.190,16,31,.516,.423,11,13,.846,5,21,26,11,4,1,11,11,30,62,.484,8,27,.296,22,35,.629,.548,13,15,.867,10,28,38,15,7,1,5,13
Akron,1,2016-11-12,@,Youngstown State,REG (Non-Conf),L,82,90,,29,65,.446,10,31,.323,19,34,.559,.523,14,22,.636,9,24,33,14,5,4,14,16,33,65,.508,11,27,.407,22,38,.579,.592,13,18,.722,5,25,30,17,8,3,9,18
Akron,2,2016-11-17,,American,REG (Non-Conf),W,72,62,,20,55,.364,5,21,.238,15,34,.441,.409,27,34,.794,13,30,43,7,5,1,10,16,23,55,.418,7,20,.350,16,35,.457,.482,9,17,.529,5,23,28,7,8,0,10,24
Akron,3,2016-11-20,,Radford,REG (Non-Conf),W,88,41,,30,53,.566,13,26,.500,17,27,.630,.689,15,21,.714,7,27,34,15,8,3,14,20,15,48,.313,2,10,.200,13,38,.342,.333,9,19,.474,9,15,24,5,5,1,22,18
Akron,4,2016-11-22,,Georgia Southern,REG (Non-Conf),W,75,67,,26,56,.464,11,36,.306,15,20,.750,.563,12,16,.750,6,26,32,20,4,4,13,16,25,53,.472,4,15,.267,21,38,.553,.509,13,19,.684,3,20,23,8,9,2,14,23
Akron,5,2016-11-25,N,Air Force,REG (Non-Conf),W,84,75,,26,58,.448,12,37,.324,14,21,.667,.552,20,29,.690,13,20,33,12,5,3,11,25,25,54,.463,5,15,.333,20,39,.513,.509,20,24,.833,9,21,30,8,6,2,12,21
Akron,6,2016-11-26,N,Mercer,REG (Non-Conf),W,65,63,,20,43,.465,10,20,.500,10,23,.435,.581,15,19,.789,5,16,21,8,1,2,10,20,22,52,.423,7,19,.368,15,33,.455,.490,12,18,.667,13,16,29,11,1,0,11,16
Akron,7,2016-11-30,,Adrian,REG (Non-Conf),W,95,41,,37,60,.617,14,27,.519,23,33,.697,.733,7,8,.875,12,25,37,20,6,7,12,11,14,56,.250,3,14,.214,11,42,.262,.277,10,14,.714,9,7,16,4,4,1,15,15
Akron,8,2016-12-03,@,Creighton,REG (Non-Conf),L,70,82,,27,57,.474,12,31,.387,15,26,.577,.579,4,8,.500,8,21,29,15,6,3,16,18,32,58,.552,8,24,.333,24,34,.706,.621,10,16,.625,6,25,31,23,9,2,11,11
Akron,9,2016-12-07,,Coppin State,REG (Non-Conf),W,87,63,,29,51,.569,12,26,.462,17,25,.680,.686,17,25,.680,10,27,37,21,5,10,17,16,25,64,.391,8,17,.471,17,47,.362,.453,5,10,.500,7,11,18,10,6,2,13,22
Akron,10,2016-12-10,@,Gonzaga,REG (Non-Conf),L,43,61,,16,60,.267,5,25,.200,11,35,.314,.308,6,14,.429,14,20,34,7,7,3,12,16,20,50,.400,4,15,.267,16,35,.457,.440,17,20,.850,7,24,31,11,8,4,11,13
Akron,11,2016-12-17,,Marshall,REG (Non-Conf),W,99,88,,34,58,.586,15,28,.536,19,30,.633,.716,16,20,.800,7,27,34,21,2,1,15,20,30,63,.476,12,27,.444,18,36,.500,.571,16,23,.696,6,15,21,24,7,0,10,19
Akron,12,2016-12-21,N,UC Irvine,REG (Non-Conf),W,88,80,,27,54,.500,15,31,.484,12,23,.522,.639,19,26,.731,6,20,26,14,7,0,7,20,27,57,.474,7,16,.438,20,41,.488,.535,19,23,.826,12,23,35,12,3,3,13,22
Akron,13,2016-12-22,N,Maryland Eastern Shore,REG (Non-Conf),W,76,60,,30,57,.526,10,27,.370,20,30,.667,.614,6,11,.545,12,27,39,19,2,4,14,15,23,59,.390,6,21,.286,17,38,.447,.441,8,11,.727,8,16,24,11,4,2,7,17
Akron,14,2017-01-03,,Bowling Green,REG (Conf),W,89,84,,30,53,.566,10,22,.455,20,31,.645,.660,19,26,.731,9,22,31,19,2,3,16,18,33,61,.541,4,16,.250,29,45,.644,.574,14,17,.824,8,13,21,12,9,2,9,21
Akron,15,2017-01-06,,Western Michigan,REG (Conf),W,66,59,,25,56,.446,7,29,.241,18,27,.667,.509,9,15,.600,8,28,36,16,3,1,12,16,24,57,.421,6,16,.375,18,41,.439,.474,5,13,.385,8,22,30,11,4,1,9,18
Akron,16,2017-01-10,@,Central Michigan,REG (Conf),W,89,85,,31,68,.456,15,35,.429,16,33,.485,.566,12,20,.600,14,25,39,14,9,5,10,18,30,60,.500,12,27,.444,18,33,.545,.600,13,17,.765,6,23,29,11,6,2,12,16
